1 はずれ
左6→中3→右15 ×
左6→中4→右1 ×
左6→中7→右15 ×
左6→中8→右1 ×
左6→中11→右15 ×
左6→中12→右1 ×
左6→中15→右15 ×
左6→中16→右1 ×
左6→中19→右15 ×
左6→中20→右1 ×
左6→右20→中2 ×
左9→右21→中3 ×
左13→中3→右1 ×
左13→中4→右1 ×
左13→中7→右1 ×
左13→中8→右1 ×
左13→中11→右1 ×
左13→中12→右1 ×
左13→中15→右1 ×
左13→中16→右1 ×
左13→中19→右1 ×
左13→中20→右1 ×
左14→中17→右1 ×
左14→中21→右1 ×
左15→中3→右1 ×
左15→中18→右15 ×
左15→中19→右1 ×
左15→右2→中2 ×
左15→右6→中2 ×
左15→右10→中2 ×
左15→右18→中2 ×
左21→中3 ×
左21で詰みました
